,year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,round,country,lgbtqia+,start_year,last_year
10,1956,fr,France,Dany Dauberson,il est là,2.0,,12.0,,2.0,,,,,,,,Simone Vallauris,,"Je ne peux changer ma vie, il est là Aussitôt que je le fuis, il est là J'ai beau faire, j'ai beau dire Je ne vois que son sourire Qui toujours semble me dire: ""Je suis là, je suis là""  Accroché dans tous mes rêves, il est là Et me poursuivant sans trêve, il est là Il a le pouvoir du diable Qui règne sur ses semblables Mais quel pouvoir formidable Il est là, il est là  J'ai tout tenté pour l'oublier J'ai traversé le monde entier Mais aucun homme ne m'a donné Une telle part d'éternité  Je ne peux changer ma vie, il est là Aussitôt que je le fuis, il est là Il est extraordinaire Et puis comme il sait vous plaire Non, il n'y a rien à faire Il est là, il est là  Partout ses yeux, partout ses lèvres Je sens en moi comme une fièvre Tout mon être est anéanti Et tout le temps je me redis:  Je ne peux changer ma vie, il est là Aussitôt que je le fuis, il est là J'ai beau faire, j'ai beau dire Je ne vois que son sourire Qui toujours semble me dire: ""Je suis là, je suis là""  Quand je marche dans la rue, il est là Au milieu de la cohue, je le vois Il a sur moi une emprise Qui me fait peur et me grise Et ma volonté se brise Il est là, il est là  Oh, j'ai vraiment tout essayé Sans jamais pouvoir me passer Ni de son corps ni d'ses baisers C'est impossible d'pas l'aimer  Je ne peux changer ma vie, il est là Aussitôt que je le fuis, il est là Et jusqu'à ma dernière heure Jusqu'à mon dernier quart d'heure Une seule chose demeure  Je le verrai là devant moi À tout jamais il sera là Il est là, il est là, il est là Il est là  Il est là",https://youtube.com/watch?v=c4EpfbOZVZA,final,France,1.0,1956,2025
11,1956,it,Italy,Tonina Torielli,amami se vuoi,2.0,,14.0,,2.0,,,,,,,,Vittorio Mascheroni,Mario Panzeri,"Mi piace tanto accarezzarti Sugli occhi timidi baciarti Ma non mi sento di giurarti Se tu mi chiedi eterno amor  Abbandoniamoci al destino Soltanto lui non sa ingannar E se rimango a te vicino Non lusingarti, ma non disperar, no  Amami se vuoi, tienimi se puoi Io son l'amor che svanisce Ma dei baci miei non fidarti mai Io son l'amor che ferisce  E quando fra le braccia mi stringi dolcemente Ancor più dolcemente ti dirò Amami se vuoi, tienimi se puoi Perché io sono così  E se rimango a te vicino Non lusingarti, ma non disperar, no  Amami se vuoi, tienimi se puoi Io son l'amor che svanisce Ma dei baci miei non fidarti mai Io son l'amor che ferisce  E quando fra le braccia mi stringi dolcemente Ancor più dolcemente ti dirò Amami se vuoi, tienimi se puoi Perché io sono così",https://youtube.com/watch?v=k19AnMpqnE4,final,Italy,0.0,1956,2025
12,1957,nl,Netherlands,Corry Brokken,net als toen,1.0,,6.0,,1.0,31.0,,,,,,,Guus Jansen,Willy van Hemert,"Zit niet zo suf met die eeuwige krant Gaap niet van slaap of verveling 'k Ben toch je vrouw en ik eet uit je hand Maar 'k eet niet van de bedeling  Kijk me niet aan of je denkt: 'leef je nog?' Ben ik nog altijd die vrouw Waarmee je destijds - wanneer was dat toch? Per se dat avontuurtje hebben wou  Wees nog eens lief, net als toen Vraag me nog eens om een zoen Breng me weer rozen, sta weer te blozen Als je me ziet, net als toen Wees nog eens lief en galant Vind me weer mooi en charmant Dan wordt de wereld weer net als vroeger Een sprookjesland  Ja, je wordt dik en je haar wordt al grijs Maar je kunt heus nog wel flirten Ach, je bent soms nog zo'n kind, zo onwijs Nurks en baldadig om beurten  Weet je nog? Weet je nog? Zeg nu niet nee Weet je nog, dat je toen zei? 't Gelukkigste paar, dat zijn wij met z'n twee Mijn liefde, liefste lief, gaat nooit voorbij  Wees nog eens lief, net als toen Vraag me nog eens om een zoen Breng me weer rozen, sta weer te blozen Als je me ziet, net als toen Wees nog eens lief en galant Vind me weer mooi en charmant Dan wordt de wereld weer net als vroeger Een sprookjesland",https://youtube.com/watch?v=e5gLyP977ew,final,Netherlands,0.0,1956,2025
13,1957,fr,France,Paule Desjardins,la belle amour,2.0,,8.0,,2.0,17.0,,,,,,,Guy Lafarge,Francis Carco,"Si vous aimez la nature, les lilas, les p'tits oiseaux Le Muscadet, la friture et la belle aventure Suivez le bord de l'eau  Vous verrez une guinguette où vous pourrez vous griser Aux flonflons d'un bal musette, des yeux clairs de Lisette Avant de décider dans un baiser de tout oser  Comme l'eau coule à la fontaine, cette chanson C'est la chanson que filles et garçons chantent chacun à sa façon Elle sera, la chose est certaine, dans tous les cœurs Et pour toujours – la chanson de la belle amour  Reprenons-la sous les lilas et lon lon la par-ci par-là C'est la belle amour  Cependant voici l'automne, la guinguette aux volets clos N'a plus d'amoureux, personne ne vient quand l'heure sonne Rêver au bord de l'eau  C'est le bal des feuilles mortes qui dansent sur le gravier Et qui vont de porte en porte au vent qui les emporte Tournoyer par milliers en attendant quoi? – Le printemps  Reprenons-la sous les lilas et lon lon la par-ci par-là C'est la belle amour La belle amour",https://youtube.com/watch?v=g2-XDnBHEbc,final,France,0.0,1956,2025
14,1957,dk,Denmark,Birthe Wilke & Gustav Winckler,skibet skal sejle i nat,3.0,,9.0,,3.0,10.0,,,,,,,Erik Fiehn,Poul Sørensen,"Farvel da, min tøs, og hold dig nu kvik Jeg tilstår, mit hjerte gi'r li'som et stik Imens jeg kysser dig nu Jeg elsker dig, du Men skibet skal sejle i nat Men skibet skal sejle i nat  Vi mødtes i sjov, vi sværmede lidt Men det, der var letsind, blev alvor med ét Og du blev alting for mig Nu er der kun dig Men skibet skal sejle i nat Ja, skibet skal sejle i nat  Vi lægger en plan, vi drømmer en drøm Vi kæmper os fremad trods modvind og strøm Mod det vi ønsker så hedt Så ser vi med ét At skibet skal sejle i nat Ja, skibet skal sejle i nat  Aften i nymånens tegn To står i mørket på kaj'n Pige og mand Én fra sø - én fra land Alting er sagt, nu står de der kun I tavshed Til sidst siger hun:  Farvel da, min ven, pas godt på dig selv Jeg syn's, du har været så fin og reel Og jeg vil være dig tro Mit liv blev os to Men skibet skal sejle i nat Men skibet skal sejle i nat  Endskønt jeg er din, med sjæl og med krop Og nu kan jeg larme og sætte mig op Mod det, jeg ved, der skal ske Og græde og be' For skibet skal sejle i nat Ja, skibet skal sejle i nat  På én gang går verden i stå Man hører signalklokken slå Ens håb ligger knust, hvert eneste et Vi menn'sker bestemmer så lidt  Den lykke, vi tror er fast og solid Den er kun på landlov på ubestemt tid For alt, vi ejer, skal bort Vi tror, det er vort Men skibet skal sejle i nat Ja, skibet skal sejle i nat",https://youtube.com/watch?v=vX3WRMF5TuY,final,Denmark,0.0,1957,2025
15,1957,lu,Luxembourg,Danièle Dupré,amours mortes (tant de peine),4.0,,2.0,,4.0,8.0,,,,,,,Jean-Pierre Kemmer,Jacques Taber,"Toi que j'aime Tu m'as fait tant de peine Comment effacer Les jours passés?  Tant de peine Au long des jours je traîne Mendiant au souvenir Un peu de toi  Ta voix dans un rêve Je m'en souviens Murmurait sans trêve Ne demandait rien Tu étais si tendre Ce soir d'été Comment se défendre De t'écouter?  Plus personne Et ma vie monotone S'égrène au long des jours Sans ton amour Sans toi je frissonne  Cherchant ta main Dans la nuit d'automne J'espère en vain Et pourtant quand même  Ma vie en moi Me hurle: Je n'aime N'aime que toi Tant de peine Tu m'as fait tant de peine  Mais comment effacer Les jours passés? Ta voix, tes lèvres Emprisonnent ma fièvre Mais comment effacer Les jours passés?",https://youtube.com/watch?v=-0nMxZ8L1cI,final,Luxembourg,0.0,1956,2025
16,1957,de,Germany,Margot Hielscher,"telefon, telefon",4.0,,7.0,,4.0,8.0,,,,,,,Friedrich Meyer,Ralph Maria Siegel,"Hallo – how do you do?  Hallo – merci beaucoup  So klingt's aus allen Ländern an mein Ohr Hallo – grazie, sì, sì  Hallo – nada por mí  Mein Herz ist schon vergeben, no señor   Telefon, Telefon, wenn dein Ruf erklingt Frag ich mich beim ersten Ton, was er Neues bringt Telefon, Telefon, still vergeht die Zeit Lange, lange wart ich schon, gestern so wie heut  Du kennst meine grosse Sehnsucht Nach dem Schönsten dieser Welt Das mein Herz und meine Seele Tag und Nacht in Atem hält  Telefon, Telefon, lang war ich allein Sag, wann werde ich zum Lohn endlich glücklich sein?  Hallo – endlich, Chéri Hallo – was, morgen früh? Sag, warum kommst du nicht mehr heute nacht? Hallo – häng noch nicht ein Hallo – ich bin allein Und hab den ganzen Tag an dich gedacht  Telefon, Telefon, wenn dein Ruf erklingt Frag ich mich beim ersten Ton, was er Neues bringt Telefon, Telefon, still vergeht die Zeit Lange, lange wart ich schon, gestern so wie heut  Du kennst meine grosse Sehnsucht Nach dem Schönsten dieser Welt Das mein Herz und meine Seele Tag und Nacht in Atem hält  Telefon, Telefon, lang war ich allein Sag, wann werde ich zum Lohn endlich glücklich sein?  Hallo? Oh, jetzt kann ich nicht mehr sprechen Mein Lied ist aus – au revoir, bonsoir",https://youtube.com/watch?v=NoDpE2LtoZA,final,Germany,0.0,1956,2025
17,1957,it,Italy,Nunzio Gallo,corde della mia chitarra,6.0,,4.0,,6.0,7.0,,,,,,,Mario Ruccione,Giuseppe Fiorelli,"È tornata L'hanno accolta le stesse cose L'hanno attesa le stesse rose Dolce sogno dagli occhi verdi È tornata ma è troppo tardi Troppo tardi per chi aspettò  Corde della mia chitarra Se la mano trema sull'accordo Se la musica si perde Nell'indifferenza di uno sguardo  Corde della mia chitarra Perché vi fermate, perché non suonate? Voi sole per me Ah, com'era dolce questa musica Ah, e come adesso sembra inutile Se non ci ascolterà, non vi fermate Corde della mia chitarra Suonate per me  Corde della mia chitarra Perché vi fermate, perché non suonate? Voi sole per me Ah, com'era dolce questa musica Ah, e come adesso sembra inutile Se non ci ascolterà, non vi fermate Corde della mia chitarra Suonate per me  Suonate, suonate Corde della mia chitarra",https://youtube.com/watch?v=uUPzp2XJIyo,final,Italy,0.0,1956,2025
18,1957,gb,United Kingdom,Patricia Bredin,all,7.0,,3.0,,7.0,6.0,,,,,,,Reynell Wreford,Alan Stranks,"All the golden dreams of yesterday All the fragrance of a bygone May All the words two hearts in love can say All you'll ever mean to me, my darling  All we've shared throughout the passing years All the laughter, all the sighs, the tears All the joy of living, loving and forgiving These are all to me  All the laughter, all the sighs, the tears All the joy of living, loving and forgiving These are all to me",https://youtube.com/watch?v=LGHNEpTNcXU,final,United Kingdom,0.0,1957,2025
19,1957,be,Belgium,Bobbejaan Schoepen,straatdeuntje,8.0,,1.0,,8.0,5.0,,,,,,,Harry Frékin,Eric Franssen,"Langs de straten danst er een deuntje En ik blijf even staan Waar komt toch dat aardige deuntje Wel zo ineens vandaan?  Het speelt in de bomen Dartelt in de wind Het is niet te tomen 't Wordt al gauw m'n vriend  Langs de straten zweeft er een deuntje 't Is of een zonnestraal Doordringt met dat aardige deuntje Tot in het kleinst portaal  Tralalala tralala tralalala... Tralalala tralala tralalala...  Langs de straten danst er een deuntje Het klinkt voor groot en klein Oh, wat kan zo'n eenvoudig deuntje Al gauw onmisbaar zijn  Het klopt op de ruiten Vraagt: ""Laat mij erin"" Ik kan het zo fluiten 't Stemt me goed gezind  Langs de straten zweeft er een deuntje Het volgt mij overal En ik hoop dat dit aardig deuntje Steeds mijn vriend blijven zal  Tralalala tralala tralalala... Tralalala lalala tralalala...",https://youtube.com/watch?v=mu8ueVHTb9k,final,Belgium,0.0,1956,2025
20,1957,ch,Switzerland,Lys Assia,l'enfant que j'étais,8.0,,10.0,,8.0,5.0,,,,,,,Géo Voumard,Émile Gardaz,"L'enfant que j'étais, où joue-t-il aujourd'hui? Les fleurs que j'aimais, qui me les a cueillies? Mon cœur, te souviens-tu les robes blanches Sur le chemin perdu de nos dimanches?  Des mots pour chanter un visage d'ami Des nuits pour rêver, j'étais riche à l'envie Quand le cœur aux aguets la mèche folle S'en allait à l'école, l'enfant que j'étais Le temps d'un hiver, la ride vous prend Le temps d'un amour, et l'on devient grand Il en a coulé de l'eau sous les ponts Rêves oubliés au fil des saisons Le temps d'un sourire, on est amoureux Le temps de mentir déjà l'on est vieux  L'enfant que j'étais, où s'est-il égaré? Les fleurs que j'aimais, qui me les a fanées? Mon cœur, te souviens-tu de nos promesses? La vie n'a pas voulu de ta tendresse Des mots pour aimer, des espoirs et des nuits Mensonges dorés, j'étais riche à l'envie Quand le cœur aux aguets l'amour en tête S'en allait à la fête, l'enfant que j'étais",https://youtube.com/watch?v=16ltDhw2lxs,final,Switzerland,0.0,1956,2025
21,1957,at,Austria,Bob Martin,"wohin, kleines pony",10.0,,5.0,,10.0,3.0,,,,,,,Kurt Svab,Hans Werner;Kurt Svab,"Wohin, kleines Pony, woll'n wir reiten? Wohin soll mein Lied uns heut' begleiten? Zu deinen Herden, den kleinen Pferden? Dort sind die Täler unendlich weit  Wohin, kleines Pony, woll'n wir reiten? Wohin soll mein Lied uns heut' begleiten? Zur grünen Weide, dort in der Heide Wo ich einst küßte, zur Rosenzeit  Heut' ist ein Tag nur für uns zwei Und du und ich sind sorgenfrei Wer sieht die Welt denn noch so schön So wunderschön wie wir sie seh'n?  Wohin, kleines Pony, woll'n wir reiten? Mein Lied wird uns beide treu begleiten Und durch die Felder, die weiten Felder Klingt 's dann im Wind, wie glücklich wir sind  Heut' ist ein Tag nur für uns zwei Und du und ich sind sorgenfrei Wer sieht die Welt denn noch so schön So wunderschön wie wir sie seh'n?  Wohin, kleines Pony, woll'n wir reiten? Mein Lied wird uns beide treu begleiten Und durch die Felder, die weiten Felder Klingt für uns zwei, mein herippihei",https://youtube.com/watch?v=5mETWk_nB1Q,final,Austria,0.0,1957,2025
22,1958,fr,France,André Claveau,dors mon amour,1.0,,3.0,,1.0,27.0,,,,,,,Pierre Delanoë,Hubert Giraud,"Dors, mon amour Le soleil est encore loin du jour Nous avons pour aimer tout le temps Et la nuit nous comprend  Dors, mon amour Protégée par mes bras qui entourent Ton sommeil d'un rideau de bonheur Dors au creux de mon cœur  Je suis un roi qui tient tout son royaume en ses doigts Et qui tremble de voir s'écrouler ce royaume enchanté  Dors, mon amour Ma princesse enfermée dans sa tour Avec tous les refrains de la nuit Ma princesse endormie  Je suis ton âme pas à pas sur son chemin de joie Et je m'amuse à me pencher sur ton sommeil étoilé  Dors, mon amour Le soleil est encore loin du jour Nous avons pour aimer tout le temps Et la nuit nous comprend  Dors, mon amour Protégée par mes bras qui entourent Ton sommeil d'un rideau de bonheur Dors au creux de mon cœur  J'entends la voix de ta vie qui bat tout près de moi Et je sens comme un souffle très doux qui caresse ma joue  Dors, mon amour Ma princesse endormie dans sa tour J'aperçois le sourire du matin Voici le soleil de demain Le grand soleil de l'amour éternel",https://youtube.com/watch?v=H2CQBXmgBmM,final,France,1.0,1956,2025
